date,avg_nitrogen_dioxide,max_nitrogen_dioxide,min_nitrogen_dioxide,max_time_nitrogen_dioxide,min_time_nitrogen_dioxide,avg_ozone,max_ozone,min_ozone,max_time_ozone,min_time_ozone,avg_sulphur_dioxide,max_sulphur_dioxide,min_sulphur_dioxide,max_time_sulphur_dioxide,min_time_sulphur_dioxide,avg_pm2_5,max_pm2_5,min_pm2_5,max_time_pm2_5,min_time_pm2_5,avg_pm10,max_pm10,min_pm10,max_time_pm10,min_time_pm10,pm2_5_avgdRolls,pm10_avgdRolls,eaqi,nitrogen_dioxide_eaqi,ozone_eaqi,sulphur_dioxide_eaqi,pm2_5_eaqi,pm10_eaqi,avg_temperature_2m,min_temperature_2m,max_temperature_2m,avg_apparent_temperature,avg_relative_humidity_2m,avg_dew_point_2m,sum_precipitation,sum_rain,avg_pressure_msl,avg_surface_pressure,avg_cloud_cover,sum_et0_fao_evapotranspiration,avg_vapour_pressure_deficit,max_wind_speed_10m,max_wind_speed_100m,avg_wind_direction_10m,avg_wind_direction_100m,max_wind_gusts_10m,avg_soil_temperature_0_to_7cm,avg_soil_temperature_7_to_28cm,avg_soil_moisture_0_to_7cm,avg_soil_moisture_7_to_28cm,avg_shortwave_radiation,avg_direct_radiation,avg_diffuse_radiation,avg_direct_normal_irradiance,avg_global_tilted_irradiance,avg_terrestrial_radiation
2020-01-11,68.20416666666667,87.3,47.3,21:00:00,08:00:00,2.9166666666666665,14.0,0.0,14:00:00,00:00:00,5.583333333333333,6.6,4.0,09:00:00,22:00:00,53.625,70.8,43.0,02:00:00,07:00:00,57.29583333333333,70.8,45.4,02:00:00,11:00:00,52.16423611111111,56.8859375,5,2,1,1,5,4,1.4875,-2.5,8.6,-1.3791666666666664,88.58333333333333,-0.2791666666666667,0.0,0.0,1028.8166666666668,1010.4583333333334,0.5416666666666666,0.7100000000000001,0.0945833333333333,8.4,12.4,273.75,249.08333333333331,10.8,0.5875,1.0833333333333333,0.368125,0.3724583333333333,82.125,64.79166666666667,17.333333333333332,222.88333333333333,82.125,130.47083333333333
2020-01-12,60.3,84.7,46.2,00:00:00,13:00:00,5.291666666666667,26.0,0.0,14:00:00,00:00:00,3.7083333333333335,5.1,2.6,00:00:00,06:00:00,40.15833333333333,58.9,22.7,21:00:00,06:00:00,44.770833333333336,63.0,24.2,23:00:00,06:00:00,43.78125,47.75694444444445,4,2,1,1,4,3,1.2916666666666667,-2.3,8.1,-1.9666666666666663,80.625,-1.8583333333333332,0.0,0.0,1029.3166666666666,1010.9291666666668,4.791666666666667,0.74,0.1541666666666666,11.7,18.0,85.45833333333333,115.375,14.4,-0.625,0.7333333333333334,0.3667083333333333,0.37125,83.875,66.54166666666667,17.333333333333332,227.425,83.875,131.67083333333332
2020-01-13,65.70416666666667,81.0,46.8,10:00:00,05:00:00,2.833333333333333,13.0,0.0,14:00:00,00:00:00,4.8500000000000005,6.7,3.5,08:00:00,17:00:00,60.5125,87.6,46.4,23:00:00,04:00:00,65.40833333333333,91.6,51.3,23:00:00,05:00:00,50.12395833333333,55.05572916666667,5,2,1,1,5,4,0.7000000000000001,-3.1,6.6,-2.254166666666667,81.08333333333333,-2.3000000000000003,0.0,0.0,1026.7708333333333,1008.3958333333334,10.166666666666666,0.68,0.14125,6.9,6.5,220.75,216.91666666666663,11.5,-0.65,0.5291666666666667,0.3659166666666666,0.3703749999999999,80.08333333333333,57.083333333333336,23.0,190.10833333333332,80.08333333333333,132.90416666666667
2020-01-14,63.9125,73.6,53.0,00:00:00,06:00:00,1.5416666666666667,6.0,0.0,13:00:00,00:00:00,5.670833333333333,7.0,4.0,00:00:00,04:00:00,75.91666666666667,90.3,54.7,01:00:00,18:00:00,83.69166666666666,96.3,61.6,02:00:00,18:00:00,71.67534722222221,78.08298611111111,5,2,1,1,5,4,1.8916666666666664,-3.1,4.5,-0.7791666666666667,89.66666666666667,0.3333333333333333,0.0,0.0,1026.3208333333334,1008.0333333333332,94.58333333333331,0.29,0.07625,6.3,12.8,253.70833333333331,226.58333333333331,11.5,0.8458333333333333,0.9583333333333334,0.365,0.3699583333333333,23.875,3.8333333333333335,20.041666666666668,11.308333333333332,23.875,134.18333333333334
2020-01-15,52.645833333333336,59.9,42.4,18:00:00,07:00:00,1.1666666666666667,4.0,0.0,13:00:00,03:00:00,4.8375,5.8,3.7,22:00:00,00:00:00,66.9875,81.1,50.7,00:00:00,17:00:00,78.86666666666666,98.9,64.4,00:00:00,16:00:00,71.71684027777778,81.32743055555555,5,2,1,1,5,4,3.4375,1.7,5.4,1.1708333333333334,91.0,2.083333333333333,0.0,0.0,1029.1833333333334,1010.95,99.125,0.27,0.07375,6.2,12.3,219.5,247.375,12.2,2.908333333333333,2.520833333333333,0.36725,0.3715833333333333,18.541666666666668,1.625,16.916666666666668,5.6125,18.541666666666668,135.54583333333332
2020-01-16,65.925,79.8,49.2,20:00:00,01:00:00,2.75,12.0,0.0,15:00:00,00:00:00,5.170833333333333,6.9,3.2,10:00:00,00:00:00,55.3625,66.6,42.5,11:00:00,16:00:00,61.32916666666667,76.8,45.8,00:00:00,16:00:00,59.97430555555556,69.63420138888888,5,2,1,1,5,4,3.1333333333333333,-1.3,8.4,0.5666666666666668,91.25,1.775,0.0,0.0,1031.0291666666667,1012.7458333333334,38.583333333333336,0.63,0.0804166666666666,7.3,16.8,269.125,264.1666666666667,12.6,3.3833333333333333,3.520833333333333,0.3723333333333333,0.3754166666666667,69.95833333333333,46.125,23.83333333333333,154.45416666666668,69.95833333333333,136.9958333333333
2020-01-17,67.33749999999999,91.8,52.7,21:00:00,08:00:00,3.7083333333333335,19.0,0.0,15:00:00,00:00:00,5.033333333333333,6.5,3.6,12:00:00,23:00:00,49.9625,71.3,33.6,23:00:00,16:00:00,52.05833333333334,73.5,41.8,23:00:00,13:00:00,51.58680555555555,54.700520833333336,5,2,1,1,5,4,2.0416666666666665,-1.5,8.5,-1.1125,85.79166666666667,-0.2666666666666666,2.5,2.5,1025.9541666666669,1007.675,54.91666666666666,0.7,0.1245833333333333,11.6,20.6,278.5,252.45833333333331,19.1,0.9708333333333332,2.5500000000000003,0.3692916666666666,0.3730833333333334,72.375,49.083333333333336,23.291666666666668,162.3375,72.375,138.5
2020-01-18,58.3625,79.7,33.4,00:00:00,15:00:00,9.666666666666666,37.0,0.0,15:00:00,00:00:00,3.0500000000000003,3.6,2.2,18:00:00,05:00:00,31.52916666666667,66.1,15.8,00:00:00,16:00:00,35.00833333333333,69.4,16.3,00:00:00,17:00:00,42.714930555555554,45.86927083333333,4,2,1,1,4,3,4.245833333333334,1.1,9.0,1.5958333333333332,90.95833333333331,2.829166666666667,14.8,14.8,1023.6708333333332,1005.5791666666668,57.125,0.63,0.08625,12.6,22.4,174.125,182.70833333333331,24.1,3.8166666666666655,3.395833333333333,0.4188749999999999,0.4122083333333333,68.45833333333333,42.458333333333336,26.0,138.6,68.45833333333333,140.05833333333334
2020-01-19,53.20416666666667,70.8,41.4,22:00:00,06:00:00,4.541666666666667,20.0,0.0,15:00:00,00:00:00,3.1291666666666664,3.6,2.6,15:00:00,06:00:00,29.195833333333336,43.6,17.5,00:00:00,07:00:00,32.550000000000004,48.9,22.3,00:00:00,07:00:00,29.252604166666668,32.66979166666667,4,2,1,1,4,2,3.591666666666667,0.3,8.8,0.9916666666666668,89.75,1.9791666666666667,3.5,3.5,1028.7958333333331,1010.5666666666666,74.16666666666667,0.55,0.0945833333333333,12.6,23.4,218.70833333333331,146.45833333333334,22.3,3.7875,4.058333333333333,0.4124583333333333,0.4117916666666666,58.583333333333336,20.416666666666668,38.16666666666666,65.28333333333333,58.583333333333336,141.67083333333332
2020-01-20,56.625,86.2,26.1,23:00:00,15:00:00,13.958333333333334,52.0,0.0,15:00:00,00:00:00,3.516666666666667,4.9,2.2,22:00:00,02:00:00,19.2875,42.8,10.9,23:00:00,16:00:00,23.1125,43.6,12.6,23:00:00,05:00:00,21.83055555555556,25.4890625,3,2,1,1,3,2,3.5666666666666664,-1.4,8.6,-0.1958333333333333,49.75,-6.354166666666667,0.0,0.0,1040.9166666666667,1022.4708333333332,34.791666666666664,1.16,0.4212499999999999,13.4,25.0,113.75,127.33333333333331,22.7,3.083333333333333,3.8375,0.4027083333333334,0.4069583333333333,87.54166666666667,61.04166666666666,26.5,193.74583333333337,87.54166666666667,143.45000000000002
2020-01-21,69.97083333333333,83.0,54.4,19:00:00,06:00:00,4.291666666666667,21.0,0.0,14:00:00,00:00:00,4.783333333333333,6.8,3.2,22:00:00,13:00:00,40.829166666666666,65.6,28.1,23:00:00,15:00:00,47.26666666666667,66.7,33.6,22:00:00,15:00:00,31.540972222222223,36.21319444444445,4,2,1,1,4,2,1.5458333333333334,-2.7,6.5,-1.6291666666666669,70.91666666666667,-3.3375,0.0,0.0,1042.7666666666669,1024.1625,18.0,0.75,0.2204166666666666,7.1,12.5,164.625,158.08333333333334,13.3,1.5291666666666668,2.783333333333333,0.3926666666666666,0.3977916666666667,85.54166666666667,56.958333333333336,28.58333333333333,188.52916666666667,85.54166666666667,145.28333333333333
2020-01-22,67.00833333333334,82.7,50.6,20:00:00,15:00:00,5.291666666666667,27.0,0.0,15:00:00,03:00:00,5.575,7.8,4.2,08:00:00,03:00:00,46.31666666666666,65.3,37.6,00:00:00,15:00:00,51.75416666666666,66.6,40.4,21:00:00,05:00:00,44.70486111111111,50.503125,4,2,1,1,4,4,0.6583333333333333,-3.1,8.6,-3.3708333333333336,66.83333333333333,-5.345833333333334,0.0,0.0,1034.5458333333331,1016.0166666666668,12.833333333333334,1.08,0.2533333333333333,11.1,23.3,284.3333333333333,273.0833333333333,23.8,-0.8250000000000001,1.425,0.3882083333333333,0.393125,93.5,72.04166666666667,21.45833333333333,220.275,93.5,147.15
2020-01-23,74.6875,102.3,54.3,20:00:00,14:00:00,5.875,23.0,0.0,16:00:00,00:00:00,5.141666666666667,6.2,4.0,03:00:00,06:00:00,53.98333333333333,72.3,42.0,23:00:00,14:00:00,60.395833333333336,78.9,48.4,23:00:00,14:00:00,49.18836805555555,55.65399305555555,4,2,1,1,4,4,1.0875,-3.2,7.9,-2.316666666666667,76.83333333333333,-2.7375000000000003,0.0,0.0,1031.4583333333333,1013.025,3.1666666666666665,0.9,0.1804166666666666,11.2,19.5,178.375,134.16666666666666,19.1,-0.2875,0.9083333333333332,0.3853333333333333,0.3905,94.91666666666669,74.25,20.666666666666668,235.5666666666667,94.91666666666669,149.08333333333334
2020-01-24,79.19583333333334,95.9,61.2,18:00:00,06:00:00,2.875,12.0,0.0,14:00:00,00:00:00,5.970833333333334,7.2,4.7,09:00:00,22:00:00,65.35000000000001,93.4,52.0,23:00:00,06:00:00,73.45416666666667,106.3,61.1,23:00:00,15:00:00,59.45798611111112,66.83506944444444,5,2,1,1,5,4,1.0541666666666667,-3.4,6.5,-2.091666666666667,84.875,-1.3083333333333331,0.2,0.2,1027.9375,1009.5666666666666,36.79166666666666,0.71,0.1141666666666666,10.5,21.7,202.375,207.375,17.6,0.525,1.2916666666666667,0.383,0.3875416666666667,80.625,52.583333333333336,28.041666666666668,165.875,80.625,151.05833333333334
